(alpha=0.10 x ell=0.10),(alpha=0.10 x ell=1.00),(alpha=0.10 x ell=10.00),(alpha=0.20 x ell=0.10),(alpha=0.20 x ell=1.00),(alpha=0.20 x ell=10.00),(alpha=0.30 x ell=0.10),(alpha=0.30 x ell=1.00),(alpha=0.30 x ell=10.00),(alpha=0.40 x ell=0.10),(alpha=0.40 x ell=1.00),(alpha=0.40 x ell=10.00),(alpha=0.50 x ell=0.10),(alpha=0.50 x ell=1.00),(alpha=0.50 x ell=10.00),(alpha=0.60 x ell=0.10),(alpha=0.60 x ell=1.00),(alpha=0.60 x ell=10.00),(alpha=0.70 x ell=0.10),(alpha=0.70 x ell=1.00),(alpha=0.70 x ell=10.00),(alpha=0.80 x ell=0.10),(alpha=0.80 x ell=1.00),(alpha=0.80 x ell=10.00),(alpha=0.90 x ell=0.10),(alpha=0.90 x ell=1.00),(alpha=0.90 x ell=10.00),(alpha=1.00 x ell=0.10),(alpha=1.00 x ell=1.00),(alpha=1.00 x ell=10.00),(alpha=1.10 x ell=0.10),(alpha=1.10 x ell=1.00),(alpha=1.10 x ell=10.00),(alpha=1.20 x ell=0.10),(alpha=1.20 x ell=1.00),(alpha=1.20 x ell=10.00),(alpha=1.30 x ell=0.10),(alpha=1.30 x ell=1.00),(alpha=1.30 x ell=10.00),(alpha=1.40 x ell=0.10),(alpha=1.40 x ell=1.00),(alpha=1.40 x ell=10.00),(alpha=1.50 x ell=0.10),(alpha=1.50 x ell=1.00),(alpha=1.50 x ell=10.00),(alpha=1.60 x ell=0.10),(alpha=1.60 x ell=1.00),(alpha=1.60 x ell=10.00),(alpha=1.70 x ell=0.10),(alpha=1.70 x ell=1.00),(alpha=1.70 x ell=10.00),(alpha=1.80 x ell=0.10),(alpha=1.80 x ell=1.00),(alpha=1.80 x ell=10.00),(alpha=1.90 x ell=0.10),(alpha=1.90 x ell=1.00),(alpha=1.90 x ell=10.00),(alpha=2.00 x ell=0.10),(alpha=2.00 x ell=1.00),(alpha=2.00 x ell=10.00)
11392814.864829,0.066756,1.178367,376.632494,2.715872,5.804704,0.550969,0.848083,2.229109,0.738266,0.005530,4.263662,0.013094,6.906472,2.473014,0.031688,0.536492,61.743897,0.106543,2.793272,18.459514,0.026787,1.593468,177.976150,0.271813,0.636661,6.992794,0.153670,6.578539,16.126017,0.788276,21.270304,20.875870,0.134449,0.101418,8.277684,0.048668,0.184071,3.370144,0.006027,0.367532,2.519000,0.090361,4.627755,34.084536,0.133322,1.636026,37.363932,0.115440,0.919208,1.292051,0.241270,0.841354,8.385846,0.224021,0.306255,8.043083,0.005165,0.371735,4.871271 
0.010886,0.599893,58161.737952,289305409.360188,0.025372,782.809197,0.004761,0.573327,16.477627,0.020140,0.484958,10.223100,0.057968,0.840450,0.992978,0.027934,9.990998,2.409618,0.005938,0.080261,3.984592,0.002178,0.301986,4.421568,0.036335,2.836928,1.278819,0.009619,3.910711,1.379107,0.011605,1.196097,18.544890,0.286649,2.567863,0.262777,0.079372,0.879086,9.787543,0.198292,0.597583,7.842557,0.152907,0.624035,7.749112,0.200869,0.121997,10.227592,0.206090,0.678604,2.509743,0.108991,4.333064,20.702088,0.233096,0.765418,24.448268,0.195543,1.741233,5.668573 
101649.103819,0.000264,76.328668,0.015921,0.003362,0.969846,1.956823,890.549106,1.269021,0.039936,0.341204,4.884493,0.000984,2.131791,22.991184,0.717138,1.474445,2.445534,0.175537,1.696100,10.857648,0.036537,0.384650,2.078345,0.105530,16.858137,8.072591,0.433225,6.020639,11.189330,0.058789,0.612205,13.821135,0.145390,0.501176,2.551916,0.123209,2.623873,7.705585,0.046495,0.525812,0.597150,0.141187,0.974833,13.804578,0.014890,1.265509,9.038923,0.173924,1.679003,3.636854,0.038258,0.231287,1.481371,0.080762,0.681722,3.296602,0.105399,2.218878,13.694174 
23.357877,799.579913,0.342960,989.010291,0.011246,127.437244,0.005584,0.019412,775.891257,0.765899,13.082687,0.105382,0.025151,0.124852,30.126602,0.021841,209.446771,4.327434,0.025624,0.959457,52.205866,0.012809,0.206181,15.970123,0.259875,3.577309,0.524537,0.075256,0.081148,2.505545,0.037780,0.292132,15.595016,0.264879,0.353309,3.670437,0.185713,1.101726,30.517531,0.952685,2.137268,15.825269,0.122176,1.144520,0.433880,0.145994,1.342075,4.497740,0.140122,0.419539,25.700986,0.099627,1.905808,21.535043,0.133119,1.657003,1.601593,0.015993,1.167806,16.617560 
3262473744.401019,477.483758,42.671404,0.000001,0.017185,237.846549,0.474476,0.657359,0.438004,0.483819,19.900493,6.799870,0.043936,0.358700,4.682347,0.140752,5.338294,51.755586,0.024556,2.467931,37.386345,0.040856,0.730257,21.876377,0.028168,3.685255,0.451346,0.075140,95.591522,0.369300,0.212875,19.589220,0.923109,0.387735,1.423403,16.277205,0.045483,0.367161,32.323682,0.027595,0.868946,15.406911,0.063272,0.090458,8.683256,0.170690,3.823409,19.403917,0.013742,0.520371,3.788805,0.079279,1.530435,0.535095,0.069470,0.849104,2.917067,0.038271,0.953074,7.687690 
0.006899,331362.680345,0.026256,0.024523,16.921699,82.992305,0.001017,0.014421,2.723177,0.596152,0.914022,374.875352,0.281617,0.549909,3.545459,1.209096,0.372831,5.385189,0.030486,0.232229,8.266463,0.106950,8.611198,1.482084,46.315000,0.281475,9.292060,0.132723,0.174253,23.671849,0.275074,0.941357,4.804848,0.350490,3.342149,26.006062,0.166039,2.140393,20.741245,0.078590,0.242864,11.883625,0.041389,1.192783,0.160005,0.253517,0.922255,1.059680,0.006470,0.508736,2.483793,0.347452,0.873513,28.195814,0.084291,1.518654,5.335078,0.092640,1.739679,0.013052 
0.029376,1068853582539.336670,32744729.873459,70.267356,2.145317,1.195858,0.038257,97807.809364,434.127666,0.126340,0.606612,0.984861,15.001488,0.566786,30.175978,0.169332,248.803707,42.860303,0.060656,3.864371,8.593664,0.358290,15.037597,6.104824,7.220836,4.403905,5.094432,0.159924,6.795441,5.569959,0.213425,2.367851,123.314874,0.141778,0.736496,10.689446,0.263713,0.120194,77.225438,0.095759,1.304531,2.135460,0.124842,3.441353,5.787545,0.007809,0.332753,6.297108,0.067522,0.076620,27.902011,0.472659,0.757181,4.981538,0.271291,0.003700,10.479654,0.082462,0.152953,13.720737 
0.002792,4418.056210,0.000007,6.196018,0.000492,161415.349158,0.154609,0.122677,0.815690,0.000405,68.855140,20.323647,0.019165,491.180876,636.340850,0.133503,0.575951,10.744090,2.826324,0.125137,18.866887,0.020717,7.549173,3.352689,0.108041,1.238953,1.399022,0.112441,0.386069,1.636380,0.025477,4.867402,9.119963,0.028662,1.144499,6.559644,0.059803,1.665662,16.776127,0.001312,1.512810,34.261820,0.093911,0.567957,1.774948,0.397898,1.045813,6.611938,0.014923,1.366449,30.707953,0.021831,2.239685,17.014034,0.092002,1.400090,9.037583,0.250357,1.562416,2.467073 
0.091738,8650.578581,0.000023,0.000512,21161587.443697,0.718235,0.101950,4.049795,0.566775,0.075470,0.037889,3.863163,0.022617,0.018389,32.174813,0.629672,0.012134,11.419657,0.026889,10.654811,9.941750,0.066728,4.579333,7.924691,0.121506,19.446392,15.868691,0.032272,0.105188,0.007600,0.202072,0.748126,10.163719,0.464587,0.359443,3.370812,0.014596,0.318560,28.528344,0.029287,0.509388,86.019289,0.120324,0.234840,6.919396,0.142907,1.545704,13.028481,0.166152,0.572553,4.495000,0.008663,4.347505,14.632574,0.240892,0.470896,1.455065,0.044720,1.771684,1.230224 
406859902.399893,11823351.675298,72239779513.131699,0.099984,0.652809,220.308594,9.625308,0.138737,210.613701,1.034622,2.243774,0.136132,0.008450,1.393560,0.017250,0.041666,1.367325,1.134478,0.016221,0.167536,0.338571,0.051178,1.332022,40.095583,2.378009,0.848117,1.695970,0.059125,0.720701,5.958545,0.033469,10.950081,23.592975,0.045164,4.070860,3.292306,0.011823,0.871358,3.478633,0.333309,3.576137,11.060403,0.147187,0.576764,31.462350,0.104271,0.122145,3.457643,0.140125,0.179240,31.050299,0.052017,0.760400,11.523536,0.045676,0.555902,33.625718,0.049634,0.101444,8.374424 
121.434724,987587.398922,14570.240771,0.024772,32.843775,66.369894,0.934243,0.102577,5246152.365878,0.452721,8478.086901,10405.047921,0.023985,29.365675,123.814030,0.019319,54.702979,15.967808,0.072090,1.732627,0.269603,0.010737,0.057238,384.022088,0.125290,0.124751,30.684389,0.074043,1.457758,6.569707,0.017678,11.166205,2.958788,0.308181,1.635789,9.209274,0.117048,37.807206,0.809666,0.109136,0.170844,7.098775,0.080205,0.428085,12.227378,0.049113,0.190426,8.314684,0.029399,0.287627,2.387133,0.170966,1.648917,45.613081,0.181557,0.037998,16.405631,0.148127,1.041038,3.153539 
0.000008,1441.621170,4795.813449,0.156610,0.165968,0.704579,0.365133,0.507115,27250.602591,3.610660,0.017295,0.288249,0.052000,0.134606,38.383981,1.715747,1.181513,9.865138,0.014631,0.649565,4.922573,0.306592,0.184015,16.829781,0.102345,1.506587,20.039134,0.974355,0.898106,17.459362,0.092710,0.048517,2.045235,0.259746,0.938013,1.691793,0.066404,5.405662,2.272489,0.211461,0.965869,1.737714,0.476776,1.464310,7.373534,0.097616,3.139911,16.891904,0.004253,0.398475,3.075997,0.182250,0.015426,2.107004,0.079375,1.249414,4.950762,0.088618,1.814005,9.858432 
0.021218,10.784118,71.253872,0.002135,2877.203817,0.756799,3.548351,3.127163,0.168208,0.020412,0.034688,47.879970,0.000352,5020.129458,1.684792,0.011057,0.157568,222.071642,0.037159,0.866039,11.508515,18.754293,0.293871,6.958957,0.011922,0.677661,28.817282,0.046368,0.845503,5.514218,0.300770,1.208271,7.727877,0.043212,1.464976,11.224580,0.208482,0.131676,3.549284,0.307072,0.311183,8.789486,0.037983,0.156831,23.736796,1.452604,1.174335,11.911512,0.143770,1.766169,29.794360,0.203133,1.090766,4.247757,0.055733,0.234038,1.889956,0.173986,0.866878,5.143768 
12375339563.844883,6738.007559,5945.424041,8192642.498451,1.539704,2.635672,0.002721,0.000973,107349.804905,0.001820,3.353325,5803.817409,0.137677,0.304332,7918.923195,1.146491,0.631372,23.661019,0.013020,0.679174,5778.453493,0.016460,0.594728,399.322351,0.581049,1.661908,8.624919,0.045145,0.442115,20.415889,0.015394,0.159923,41.705811,0.059515,4.674791,10.860673,0.277571,1.955751,3.840214,0.004970,1.299791,20.527275,0.135374,19.696525,6.584312,0.133364,1.316699,10.967424,0.104086,0.455614,2.923870,0.011400,0.549349,2.400544,0.057353,2.271092,6.495366,0.021465,1.120080,16.008477 
227018.079752,0.190886,418054.120779,5372.197023,4.876338,1.048025,0.003979,1.214606,0.777076,0.051162,1193.718025,0.240562,0.327244,6.072470,1.074711,0.079371,0.058201,442.984331,0.042485,0.031632,3.296321,0.632782,0.038802,5.086303,0.022683,1.238067,6.220208,6.537192,0.336970,9.358719,0.013072,0.127186,5.122006,0.042883,1.271968,17.354570,0.191740,1.496997,11.784614,0.180359,0.127433,15.460566,0.510650,1.483680,8.738633,0.156900,3.540285,7.252160,0.232837,2.857182,7.460650,0.166899,0.568897,28.140598,0.111754,1.684768,7.532544,0.066967,1.358514,8.973809 
60690426.882778,7229698952327.831055,56.863946,0.217006,6.013683,96.571702,384579.812508,0.005418,7724.276213,0.002238,3.629968,985.153680,0.073276,52.432391,134.897426,0.387156,59.259395,11.487432,0.447561,0.567874,0.718668,0.108928,2.232938,219.573333,0.264561,0.609244,38.210113,0.785640,0.947333,59.244845,0.145847,0.618781,5.781937,0.035729,2.119408,8.061867,0.111716,1.789390,13.249918,0.349399,0.227040,17.881947,0.077854,3.441166,24.281959,0.143738,0.742305,11.766773,0.023976,2.234517,4.694986,0.087033,0.846878,6.527433,0.104581,1.606026,24.383219,0.235691,0.095236,12.430449 
0.073052,44.396548,11.477079,0.001054,10.584222,3.197778,0.009187,2327.572526,0.668450,27.826527,0.172250,175.438139,1.341975,8.326765,1.971932,0.006044,1.877150,2.244431,0.008108,6.142106,1002.110845,0.204569,6.200760,3.019169,0.070595,0.024151,1.749405,0.371304,0.160823,2.798190,0.264816,0.866902,20.627117,0.143551,0.462354,0.730517,0.182756,0.590182,17.076063,0.487093,0.222992,0.623295,0.677154,4.491121,10.049324,0.038655,1.621204,1.674316,0.065642,0.767210,15.830257,0.032398,0.010236,0.578632,0.008280,0.646128,2.835298,0.183113,0.595846,16.054549 
99180.127485,1241975.973170,50323396575.590157,26.712712,348191.137134,1.579944,0.102610,0.700110,45575.481152,0.034038,146.424493,429.171405,0.215485,0.478603,32.433341,0.409045,5.482717,5.840514,0.030954,0.484770,8.038336,0.027289,2.464234,9.950054,0.143988,0.362632,8.692206,5.078759,5.345638,4.522874,0.141628,2.329020,4.278188,0.083451,2.620447,68.680029,0.065279,0.867517,22.371097,0.401832,2.281855,7.544246,0.043897,0.217610,4.174246,0.000799,2.128810,7.404965,0.117726,0.317322,14.257416,0.042282,2.269153,2.807912,0.022366,0.545351,26.568597,0.038983,0.152315,11.386304 
43229338632781.343750,58761.824010,60367202651.928246,0.562196,1.770792,2330.599169,0.238814,34.422883,28.506534,0.028049,0.271825,118.900908,0.018063,0.073230,25.086909,0.035138,0.009956,86.522372,2.726087,2.475385,596.822250,1.764540,0.041843,6.533886,0.019349,7.617661,10.066979,0.124041,1.637783,3.577314,0.045046,0.562728,2.777749,0.009362,0.861936,9.461599,0.077585,3.813029,2.487279,0.001042,0.493406,61.683049,0.025307,0.672219,1.777735,0.090513,2.850652,10.990313,0.244683,0.037494,19.898326,0.205693,1.713519,5.374435,0.034695,0.296507,0.463288,0.094691,0.539984,3.771388 
0.003056,0.000641,47029530.538322,0.000733,1.066613,0.147727,0.165727,419.570555,14.043733,0.149642,0.285917,3.996943,1.309171,1301.567007,36.105718,0.045494,0.713000,19.038842,0.040901,2.950760,44.120630,0.016614,30.633112,12.232124,0.506917,6.364742,19.516796,0.116657,0.101130,21.095964,0.089528,0.081243,1.457866,0.064859,1.168704,5.570879,0.143762,4.676643,7.421078,0.500604,0.757558,8.500065,0.138509,0.336354,8.143766,0.228583,0.039034,10.590231,0.082872,1.468657,2.336432,0.025064,2.278949,1.711279,0.024802,0.613930,7.603139,0.127678,0.316925,0.946896 
0.272590,510381002457.061218,10.744818,48.948194,1847553.699159,6459.507571,16.212592,7.049245,128.961169,0.018175,19.393196,16.123861,0.108596,4.785426,29.006922,0.019525,10.125255,5.804553,0.895869,4.367932,687.164456,0.879465,1.988551,21.093298,0.031451,1.527451,27.835339,0.155672,1.626567,236.952752,0.023276,0.019617,63.342412,0.090107,44.845916,1.204840,0.001901,0.323681,14.630051,0.203172,1.137751,25.632812,0.076594,1.996881,53.112573,0.193671,1.903297,5.088663,0.023084,0.997887,1.181785,0.053512,0.994523,13.051910,0.308975,2.349387,0.367326,0.231156,0.461632,8.985266 
0.000000,94970542902.513550,0.026611,0.002847,0.010615,0.139497,0.455346,19.565428,0.143280,3.742099,0.146985,172.385963,0.305891,1.028789,192.433530,1.975581,5.146271,57.633015,0.009652,0.771029,4.398431,1.618029,0.803979,3.894203,0.178232,1.523465,3.384224,0.166520,0.760563,6.654829,0.266253,0.186173,5.514827,0.059612,1.509078,11.879874,0.043093,0.551862,5.635512,0.191760,1.370911,27.694632,0.012719,0.846981,0.197554,0.064879,0.150770,17.080403,0.006968,0.630794,11.384545,0.147269,0.791295,3.994824,0.167943,3.574630,10.343542,0.052593,0.478308,2.702182 
199105.945185,0.091982,8077.575538,0.017070,8.200705,67944802065.918777,0.535928,806.814399,1.243123,0.076358,5312.189346,9.520741,0.512612,41.285725,39.828754,0.672495,0.075043,1.383538,0.087739,0.507551,7.704218,0.020139,0.094167,0.956824,0.016997,0.177847,13.488730,0.098072,0.356391,101.326083,0.061991,0.545774,72.882655,0.032749,0.174251,10.724058,0.369663,1.377706,10.232016,0.017548,12.755300,11.275021,0.122067,0.054823,16.359464,0.133187,1.503627,15.286984,0.010515,0.591287,40.280249,0.147290,0.193454,1.069709,0.034524,0.120604,14.305998,0.097816,0.625254,15.775057 
0.000000,0.000045,463071.487201,0.155551,8.806352,15842872745.651146,12640.875767,3.719977,354.221841,0.108949,1.156240,7.230737,0.337130,3.912907,4.821974,0.032789,5.552467,0.075459,0.015903,0.049286,31.923358,0.087093,3.168034,0.645146,0.130677,0.417228,4.901652,0.234514,1.151807,3.988057,0.223204,0.392778,6.118243,1.123674,0.264978,5.655053,0.169874,1.882907,25.582868,0.266235,4.885795,21.776458,0.112026,2.005256,20.133609,0.001628,0.221133,0.736287,0.055150,2.768323,4.841136,0.089551,0.011264,4.693891,0.093623,0.716321,13.630321,0.102017,1.310974,29.075081 
0.000732,0.347201,0.001736,4.964257,0.263605,0.590250,0.150498,24.244928,228.367281,0.123428,0.020708,0.138258,0.051795,71410.588953,8.986700,0.006289,0.826240,26.705549,0.159969,2.232106,1.437864,0.049015,2.127795,3.314776,0.007122,1.318701,9.630043,0.057438,2.727179,20.328025,0.176723,1.467119,5.435192,0.753305,2.199351,51.657588,0.028864,0.250663,18.806003,0.065262,0.463990,33.672934,0.041288,0.458153,86.810419,0.037674,2.288813,9.853939,0.174143,0.229226,9.110300,0.016397,0.726123,22.818094,0.279426,2.023232,53.382541,0.109120,2.729313,0.055978 
0.000000,2.185257,69840899.252872,0.512886,3.301251,0.275557,0.021133,1.769983,0.694595,48.651326,0.802077,100.548146,0.182368,1.551900,4.460772,0.316534,1.882308,11.485286,0.473221,5.759908,18.386575,0.061576,0.598376,2437.558075,0.245715,13.393421,3.230954,0.142683,5.297739,73.686224,0.037092,0.105693,8.396535,0.076702,1.116240,11.649138,0.784458,0.131402,23.026305,0.189478,0.693070,22.574546,0.035933,2.177356,2.230834,0.270368,0.334838,12.005080,0.036734,2.331859,1.771693,0.128195,0.053869,7.384728,0.096304,3.136976,15.771232,0.061122,1.480630,2.355832 
0.012269,15298875.167717,71650276.007053,66.157021,1015101.940688,2868.691187,1052.179238,6.191940,166.005860,3.994570,0.083302,327.359079,0.037665,2.660745,9.973875,0.024045,114.914201,1.513723,0.350839,41.661563,2.721561,0.044252,1.335804,15.739510,0.740458,0.151074,2.486822,0.450472,15.387385,6.103070,0.024076,5.308106,15.914149,0.218005,0.009288,3.695828,0.053599,2.247640,56.661604,0.094939,0.916257,3.473800,0.169571,0.312398,0.248905,0.051863,2.679876,1.455769,0.156989,0.101531,0.535612,0.148961,1.291240,8.987888,0.036398,0.435387,0.590293,0.091183,0.576955,16.180402 
110265040.170086,0.027449,3482735.713175,0.569448,0.008227,0.995017,0.001205,81845.017846,5.710575,6.135748,7.486896,15.387803,40.800094,0.012180,29.856135,0.161640,3.261491,39.248815,0.984754,1.848126,23.780728,0.322877,0.615805,14.850558,0.105799,1.950107,63.062592,0.304119,1.722112,0.247984,0.853090,0.703074,1105.004005,0.026892,0.034130,29.117212,0.265181,0.745009,4.866737,0.025672,0.345417,0.379263,0.219528,0.400594,12.385094,0.031281,0.320822,7.620887,0.231471,1.136514,10.874978,0.136173,1.087291,2.274495,0.335753,0.029663,0.145483,0.012383,3.617734,6.883723 
0.006614,8383866.546459,206434.714362,0.670557,74448.935394,0.392443,0.002748,0.080029,8.881315,0.000593,135.039772,37.367103,0.229701,0.306008,304.463628,0.559156,0.476068,6.203938,0.091130,2.892379,2.844513,0.182898,0.076629,205.299792,0.010269,0.169457,107.832408,0.025291,0.657520,6.525004,0.295654,1.973310,5.249296,0.370274,1.645977,18.139170,0.218202,1.294330,2.882116,0.295829,3.051487,61.074487,0.075101,0.409837,27.821413,0.009682,1.730187,0.953861,0.002634,0.295677,1.355287,0.848807,1.967794,12.543926,0.090175,0.546047,10.009997,0.070851,3.946043,7.873860 
2076047.743379,1.112816,0.000000,0.007568,0.000098,40.530051,0.035709,0.043522,47825.147244,1.373236,0.409842,17.544116,0.021511,21.436266,1.450741,0.335339,0.506042,66.511507,0.433712,3.933743,2.213465,0.004976,0.625273,359.364641,20.785698,0.071041,2.986466,0.215648,1.579853,23.993760,0.063089,1.440818,489.693148,0.051956,0.710924,23.546230,0.040372,2.461707,7.069621,0.182111,0.237127,12.673498,0.176324,0.716194,4.006133,0.194183,0.635874,21.660638,0.128975,0.051962,9.898109,0.163464,0.128107,21.608928,0.203395,0.376622,14.898986,0.149976,0.035492,10.464485 
196.997523,11466.657815,0.026615,17.368148,19.043388,8266.801369,7.716708,0.351978,2.472289,0.142597,10.371440,15111.737141,0.039456,0.323441,12.037674,0.013961,2.605776,1.932656,0.018029,0.024888,28.058811,0.683225,3.476997,11.096964,0.361876,0.282846,0.859234,0.090799,1.566371,11.690133,0.170309,1.023375,27.547728,0.022790,0.886620,13.083423,0.036619,0.418748,1.474156,0.013661,6.697433,24.262511,0.451760,0.403169,25.398936,0.243603,0.538664,3.940558,0.180426,0.362842,11.570454,0.005259,1.367871,33.656539,0.106635,1.311393,12.798347,0.145861,0.704421,8.408652 
0.000000,810101352.118633,172.504783,0.000005,0.042966,2408260.693402,0.002216,538.481950,0.431563,0.039683,0.695385,3.808223,0.464951,1.016582,0.158436,6.238483,3.299362,19.217897,0.019962,1.716465,189.932537,0.121651,0.670765,3.367534,0.007725,0.629268,4.000313,0.155172,0.201469,23.216470,0.770878,0.238158,10.631549,0.043343,0.390263,0.995691,0.075910,0.883615,13.643530,0.144466,1.407469,13.751822,0.026115,0.406511,4.558796,0.397769,1.605611,18.865440,0.238330,1.651244,0.485886,0.111164,0.452368,2.193238,0.083629,0.192565,23.989414,0.162873,1.243424,2.415889 
6.773997,33003.836495,0.145874,0.020650,1.033767,1080627.563094,0.985812,4.781811,0.609515,0.877405,2.067665,1.713936,1.906097,0.043368,111.721959,13.597070,0.347342,11.324852,1.179125,3.060844,9.193052,0.640252,0.338337,3.722908,0.193787,0.581699,1.166171,0.388266,0.772464,32.841650,0.119614,0.115684,19.911777,0.047397,0.666580,5.259430,0.927726,0.512930,32.220032,0.638895,1.967546,11.064116,0.130591,0.638327,135.356282,0.009038,0.756780,7.508098,0.250772,3.429364,7.300476,0.249213,3.298891,10.107051,0.008380,0.571557,13.498870,0.006838,1.033509,1.752826 
0.000020,0.000210,0.000718,0.013457,2772216.622360,385.865690,1.683873,0.016947,48.348131,0.013554,0.143221,92126.035689,0.004904,0.074920,26.141953,0.096103,31.537602,0.856025,0.054135,10.849286,9.062119,0.574526,0.896780,2.778178,0.138494,6.145836,1.427483,0.047396,0.059252,59.125572,0.068841,0.250997,61.079340,0.006398,2.403747,17.661228,0.155400,0.835764,13.805138,0.077038,6.865875,5.114227,0.325478,1.254381,16.776871,0.253896,2.003639,25.533913,0.092457,0.866513,8.561326,0.034075,0.651954,20.079141,0.043392,0.392725,10.467871,0.133977,0.052247,8.371009 
0.009374,30721.022873,744626328.200845,236.886260,0.031115,1.110197,0.004472,16.769274,99.999647,0.007007,2.636255,0.338217,0.015424,0.521282,13.782370,7.529377,22.785471,29.364311,0.084923,0.930974,3.452307,0.035014,0.113138,115.958822,0.055824,0.219158,11.975663,0.051212,0.331870,0.152582,0.027782,0.723554,15.900123,0.891300,1.667997,120.986812,0.124999,0.191712,5.277905,0.052180,0.776008,2.056169,0.034199,12.530251,4.706348,0.138439,0.639122,7.296653,0.207664,0.006148,8.314449,0.088082,0.445536,14.724600,0.097670,1.016430,0.797188,0.084610,0.103897,6.261607 
776383490999503.375000,24955.114005,0.503686,805278.143760,1.063077,23196.995851,434572.725032,1.845144,5.865629,7902.641174,0.405642,127.704187,0.006922,3760872.360839,3.591726,0.323217,0.468103,18.555750,0.657650,1.079937,2.090953,0.042584,0.162831,1.479782,0.290300,46.418890,32.788659,0.041626,7.277103,10.962713,0.516625,2.497776,70.912285,0.045662,2.894534,12.067557,0.104901,0.160965,14.234042,0.086972,1.455825,8.915393,0.583959,1.110717,10.635802,0.099826,14.339177,14.548011,0.025762,0.936315,4.254624,0.904295,2.612896,16.159620,0.085003,0.544495,3.270788,0.017574,0.114819,3.628046 
0.075176,0.123836,194.624522,7690.305599,0.614394,429.253773,0.012145,0.241932,0.052057,0.235553,0.060925,13653.397070,0.312045,8.283601,2.159383,0.077091,175.090316,13.093856,0.517011,0.975778,48.247315,0.018405,0.504185,139.707112,0.444908,2.999346,11.272178,0.020418,2.168698,1.699247,0.003378,9.947025,2.228230,0.114825,8.479022,22.474159,0.010600,0.858128,6.577277,0.166775,0.008472,4.706357,0.119597,0.964004,9.644172,0.198407,2.109530,3.640873,0.380994,0.841422,31.455924,0.052483,1.239470,21.798250,0.147156,0.725872,17.374931,0.457261,0.472569,16.156870 
16508385.830031,0.870474,3632.630096,4.130128,44.128339,0.012548,2.679776,125.352261,0.383678,0.018935,13.572664,0.440598,0.043761,2.918222,1.253439,0.793462,0.108711,31.389711,0.198237,0.113831,1.287790,0.301990,0.576349,11.550975,1.924624,0.045900,3.034334,0.220665,1.222488,5.575557,0.029222,6.151027,16.320092,0.226345,7.170716,5.179966,8.061218,3.393471,2.953569,0.072083,1.109825,24.699420,0.070229,0.004863,17.637054,0.155153,0.206841,12.924785,0.084673,3.756131,196.458540,0.453849,0.831137,4.506661,0.013541,0.540990,15.794151,0.022537,2.543413,19.089251 
0.000194,210.418470,40.820458,0.007143,285.229039,163.784950,0.003660,14.454628,0.609161,337.734677,38.296832,1.407946,0.048376,0.048167,305.155827,0.001572,0.103832,1008.689024,0.079015,13.578391,29.764485,0.116233,4.103972,7.102710,1.133293,0.682621,24.218521,0.016276,0.275331,232.237024,0.100950,0.579011,24.257574,0.152089,2.496089,7.812778,0.133875,2.250933,7.372460,0.175086,1.660674,3.402124,0.105600,0.328847,61.142211,0.150178,3.011157,6.971708,0.228549,2.105853,16.341313,0.135587,2.937219,0.888026,0.128760,0.691312,15.278456,0.201377,1.976766,9.595483 
0.002538,18915.508673,0.272555,17772.375709,40.779760,1.990759,5.301068,5.094795,93.394377,0.073281,0.042029,0.093736,0.080468,72.842025,390.569016,0.036864,0.280406,3.153079,0.964962,1.958318,39.165837,0.369879,0.292580,54.409977,0.026553,0.894143,295.916210,0.170563,0.166879,5.442496,0.139824,0.831000,0.399746,0.123793,0.145081,7.596621,0.023884,0.879084,8.855098,0.009447,1.114324,0.400078,0.041514,1.311310,20.682823,0.377214,0.126524,27.627490,0.023853,0.408306,0.142869,0.070206,1.855187,7.424267,0.095431,1.223761,1.861878,0.186109,1.436385,14.841922 
0.054197,0.000001,7298.411991,0.000420,0.004713,1811.203679,0.271641,3.503478,17693.635827,0.058730,3.915229,94.023013,0.034623,17.135887,5.718778,0.093866,3.677535,77.961329,0.780937,0.200040,6.121589,0.114891,2.838019,82.947545,0.279572,0.593758,21.685727,0.010867,1.386515,10.850745,1.448122,0.822008,22.590149,0.414192,0.139174,1.991608,0.035075,1.204663,28.191383,0.108442,0.332179,3.238824,0.037615,0.626621,2.341142,0.153510,2.236380,20.474218,0.110483,0.937332,21.122601,0.172185,0.942880,15.074415,0.038371,0.120557,3.765446,0.150831,0.527618,22.522027 
0.629643,5.582218,2.271207,0.895394,7345869975.207294,291.532175,12.736632,12.314826,16874349258622.919922,0.008584,0.086110,172.666443,0.375414,13.591936,13.090252,0.024588,308.299175,0.717728,5.433972,0.796084,2.538337,3.566192,0.966117,9.745394,0.455541,1.471533,0.419049,0.022502,0.059080,42.090322,0.041000,0.448459,0.681373,0.134115,4.283153,0.356980,0.140160,0.133081,7.685230,0.178156,2.612862,46.756974,0.044511,3.634164,17.472940,0.025725,0.654557,64.883373,0.049338,1.200018,20.973603,0.079678,0.528654,12.689899,0.017613,3.524264,5.278575,0.151484,0.763343,10.165428 
