(alpha=0.50),(alpha=1.00),(alpha=1.50),(alpha=2.00)
0.745973,0.451950,-1.523593,-nan
0.194255,1.298586,-0.637573,-nan
-0.244753,-1.611175,-nan,2.381800
-2.072166,-0.381831,-0.757963,-0.990200
-0.405045,-1.033293,0.073758,1.852032
1.913408,-0.823423,-0.026842,-2.554518
1.476538,0.646440,-0.773977,-1.810544
2.317850,-0.466339,9.000927,-nan
0.758379,0.509251,7.044267,-4.414636
2.239863,-0.410279,-nan,0.515908
-0.661547,0.847214,-nan,-0.273202
-0.400151,1.257655,1.202843,-1.010761
-1.138112,0.317570,-nan,-nan
-0.684457,-0.443623,-0.968210,-nan
-1.873863,0.832455,-0.579560,0.247614
0.168724,1.653670,0.376173,-0.506656
5.840239,-0.703832,2.467760,-nan
3.348622,1.821169,-0.494992,-0.038289
1.634984,-1.487640,-nan,-nan
13.714718,-0.438094,-1.649383,-2.842725
-0.868438,1.508272,5.713602,-nan
2.978122,-0.003839,-nan,-nan
1.562483,-0.237565,-1.356637,-nan
0.539261,0.884504,-0.814053,-1.651785
-1.344627,0.081585,-nan,-nan
2.417613,-1.471888,1.447845,0.157440
-8.721875,-0.554000,0.778341,0.437765
-1.375571,-2.128737,2.159745,-0.131734
-0.199417,0.844906,-nan,0.395414
0.408551,1.620384,2.354574,-nan
0.710288,0.533068,-8.193555,-nan
1.225554,3.151702,-0.346368,-nan
-1.326303,1.278711,-nan,-nan
9.923473,-1.543549,0.324796,-0.969475
-0.053367,0.489970,-nan,-nan
-1.074218,1.580364,0.003673,-nan
-1.904983,-0.733820,-nan,-1.257319
-24.263717,-0.788256,-1.604519,-nan
1.399263,0.173641,0.793178,-0.104908
-0.108439,-0.342790,-nan,3.210963
2.670130,-0.530767,-nan,-nan
0.976211,2.168636,0.458832,0.443494
1.049109,0.282890,-nan,-nan
1.633056,1.251229,-nan,1.095831
0.886318,-4.256771,-1.411751,-nan
0.564886,1.482409,-nan,-nan
-3.414463,-3.240850,0.420919,-nan
-0.399340,0.505624,0.658975,-nan
-1.661179,-1.648141,2.172168,-nan
0.568306,-0.818024,-0.432779,-nan
-1.572674,2.215855,2.538620,-nan
1.462847,-1.292154,-nan,-nan
2.581120,-2.501668,-0.800593,0.799409
0.920732,0.376390,-2.143684,-0.570957
-2.400759,1.103099,-nan,0.217729
0.052527,-1.497327,-nan,-nan
0.066116,-0.013482,-0.341390,-nan
-2.256304,0.335258,-nan,-nan
1.113959,-0.435955,-nan,-nan
1.215727,0.401464,1.225868,2.866917
1.540236,-0.065893,-3.622069,-nan
-0.980057,1.094242,-nan,-nan
0.484007,-1.040811,0.077918,-nan
0.300696,3.524122,-nan,-nan
-2.699894,-1.739368,-nan,-0.169048
-0.280405,-2.378636,-nan,0.266022
-1.746609,-1.079137,-nan,-nan
-1.153037,-0.887517,0.687561,-10.668405
-0.061201,0.201320,-nan,-nan
-2.186825,-0.612689,-nan,1.698525
-0.995935,0.249390,0.752075,-1.123097
2.332371,-1.424217,-nan,-nan
-0.150192,2.391128,-26.470868,-0.841084
-1.534087,1.502397,0.711156,-nan
-0.555027,0.578832,0.248018,-3.945395
-0.367655,-1.492726,-1.786042,-nan
-1.230395,0.982974,-nan,-nan
0.897169,1.182434,-nan,1.178343
1.809048,-2.254262,-0.691531,-nan
-1.056087,1.722211,-nan,0.216874
1.370418,0.796063,-nan,-1.858674
0.128681,0.130260,-nan,-3.349543
1.884633,-3.740044,-nan,-0.508720
1.512826,0.759077,-0.655820,-nan
-0.412975,0.233684,-nan,-nan
-0.602893,1.458526,1.648519,0.615107
0.555372,3.306259,-2.575944,-nan
0.242914,0.344467,0.790181,-0.504553
-0.658814,1.488322,2.274233,1.763017
1.452026,3.116935,-0.417773,0.604340
-0.575838,-0.024923,-nan,-0.170393
0.093619,-3.501443,0.748306,-nan
1.434137,1.623969,-nan,-1.160478
0.536164,-1.092496,-nan,0.233574
-0.366468,-2.099493,-nan,0.689752
-0.846059,0.330434,-nan,-nan
0.405466,-1.373506,1.593625,-nan
2.667913,-2.029321,-0.062651,-nan
0.576761,-1.296220,-0.247384,-nan
-0.351642,-2.222750,-nan,0.256900
0.739315,-0.325576,0.471418,1.336621
-0.113057,1.255546,-nan,-nan
6.516928,0.772089,-0.446711,3.365446
0.309074,2.541916,-4.461044,5.123923
2.240228,-0.624515,-1.541712,-nan
1.599894,-0.844125,-0.129397,3.091684
-1.133648,-0.771626,-nan,0.326217
2.228480,-1.898261,-0.839388,-1.098924
-0.121561,-1.950416,-2.353179,-3.304329
-0.382245,0.727979,-0.168223,-0.054967
1.087804,0.961483,4.850646,-nan
-5.095702,-0.430243,0.626906,-0.067880
-1.908364,0.167020,-nan,-1.458107
-0.758110,1.019926,0.137926,-nan
-0.114420,2.122141,0.431825,-0.456392
-0.024227,-0.898427,-nan,-nan
-0.217017,-0.393209,-nan,-nan
1.204537,0.098589,-2.063764,-nan
-0.647101,-0.600918,-0.455142,-8.625110
-0.592101,-0.002761,-nan,-nan
0.108764,-0.792423,-0.456111,0.902794
3.684243,0.339432,-2.084264,1.132096
-2.089318,-0.794939,0.073431,-nan
-0.287845,0.975286,0.364902,-nan
-7.497705,-1.374779,1.387994,-nan
-1.432207,1.731361,1.920459,-9.367215
1.200438,2.594075,-nan,-1.521054
4.153992,-1.272235,-nan,2.263196
1.037421,1.878275,-5.215716,-2.925316
1.198150,-0.695436,-nan,-nan
-0.191402,0.040074,-nan,0.418588
1.368268,-0.469861,-nan,-nan
0.992117,0.830262,-0.197470,-nan
-2.097219,-1.150702,-1.561283,0.053697
-1.414535,-0.581935,-0.342462,-0.128620
-0.180223,0.172795,1.423244,0.203368
0.806368,-0.062190,-nan,-nan
-2.851009,-0.708687,0.104140,-nan
0.597981,-0.476775,-1.039466,-nan
-3.572264,0.180823,2.680871,-0.077231
-0.005224,-0.796283,-0.236853,-nan
2.098832,-0.905519,-0.413870,-2.466047
0.495707,0.343965,-nan,-nan
-0.360308,2.019184,1.515381,0.368278
-1.275359,-2.047107,-nan,-4.172843
-0.039901,-0.534764,-nan,-1.664266
-0.679313,1.359023,-0.684437,7.469255
6.208415,-0.425863,-nan,-nan
-1.169417,0.280786,-0.243341,0.604355
-0.052598,1.336836,-0.020906,0.685227
1.191629,-0.659029,-0.702414,0.570628
-1.620262,-2.763014,-nan,-nan
1.079521,2.539382,0.809341,-nan
0.000107,0.281973,4.411812,-nan
-0.684518,1.819266,-1.218691,-nan
-4.826148,-1.163218,-3.480590,-5.368517
-1.318410,-0.822308,-nan,-nan
2.570197,-1.006749,-nan,-1.053456
-2.457221,-0.040086,1.700591,-nan
1.582266,0.861217,-nan,0.392212
-0.746653,0.530569,-nan,2.052731
7.962499,-1.766008,-nan,-0.361570
1.186967,0.474589,-0.033545,-1.396724
-2.175718,-0.829558,-0.081124,-0.602781
-0.018422,-1.274103,-nan,-nan
-39.017997,-0.964458,-nan,1.173851
0.522915,-1.676353,-nan,0.919940
0.494517,1.049394,-nan,-nan
0.972440,1.536730,0.454437,-0.829003
1.432396,-0.696996,-0.114097,0.542954
-0.856941,1.397394,2.122250,-0.012206
-0.826636,2.094658,0.120274,-nan
-2.902992,-0.790621,-nan,-0.142256
0.761196,-1.338269,0.575024,-1.217562
-0.152558,-1.534203,0.176259,-0.725196
-3.234338,1.268426,-1.697425,-nan
1.053492,0.529559,2.038266,-nan
-0.201089,0.526824,-2.359094,4.187591
-0.389097,0.136214,0.020113,-nan
-0.586940,0.691885,-0.530601,-2.545011
-3.230689,0.142798,-nan,-2.253107
-0.542377,-0.921686,-0.260885,-0.150316
1.450869,-1.652373,-0.606608,-nan
0.680315,-0.613289,-nan,-nan
-0.414930,1.367779,-0.499401,10.995917
0.699290,0.663743,-nan,-nan
1.155386,1.123370,-nan,1.321367
-0.939921,-2.006594,4.683448,0.189350
0.096708,0.018326,-nan,-2.824751
3.164176,0.699276,-nan,1.762924
-2.072438,-0.123207,0.434769,-1.007418
-1.630386,1.603742,-0.625198,0.336193
0.303857,0.078850,4.223292,-nan
0.941841,0.425316,-0.297703,0.185334
-0.763729,1.740688,7.426978,-nan
0.152146,1.352001,0.395215,-nan
3.005950,1.497768,-nan,-nan
-0.217986,0.161167,-2.787264,-nan
0.004318,-1.191269,-1.199688,0.850976
2.658071,-0.624082,-0.282801,-2.230389
1.478169,0.021033,-0.802297,-nan
2.263024,0.022120,-0.539468,-nan
-0.683516,1.238958,-nan,-1.961383
-1.395583,0.968757,0.453606,-0.422657
1.586022,1.016472,-0.970886,-0.763511
-2.264616,-3.344776,19.530656,-nan
0.796805,-0.054281,0.487673,-nan
-1.378923,-0.680503,-0.142396,-3.963264
-5.680156,-0.718960,-0.887370,-nan
0.072668,-1.499091,1.252372,-0.584017
1.277062,-0.731247,0.266198,-nan
1.740160,0.034619,0.612986,-nan
-3.142678,-0.284873,-nan,2.621644
-1.785901,-2.882320,-nan,-0.594587
0.200287,-1.156990,-nan,-0.160949
0.125201,-0.663932,-nan,-nan
-0.541821,0.362621,-nan,-0.424665
1.071045,-0.508078,-1.366701,1.233644
-0.079411,1.185010,-nan,-0.827398
0.105432,-0.397239,-1.911050,-nan
3.420628,0.870800,-nan,-nan
0.677111,2.857345,-0.405202,-2.263979
8.554363,1.691875,0.310438,-0.263501
-0.598653,1.215279,0.149718,-0.980341
3.041108,2.479358,-nan,-nan
0.423068,0.226855,-nan,0.125972
0.902924,-1.618859,-1.143386,0.243705
-2.359971,-0.897365,-0.149415,-nan
-0.215104,-1.323109,-0.811391,-nan
0.587228,0.143082,-0.515266,-0.181608
0.976964,-0.539599,-nan,-nan
2.382360,0.233917,-1.723025,0.239404
-0.210335,0.338178,-nan,-0.863878
-0.902488,-0.192538,-nan,-nan
0.168943,0.303998,1.138480,1.152954
-0.022334,0.270409,-0.735301,-0.234017
-0.347834,1.887915,0.417009,-nan
0.071654,1.213316,-0.101034,-nan
-0.019722,-0.865534,0.193109,-nan
-0.217280,-0.607709,-3.030436,-nan
0.035576,-0.392224,-nan,0.853492
3.958386,-0.566653,0.614830,-2.020710
0.870023,-1.648220,-nan,-nan
-1.207865,4.007714,0.545536,-nan
-1.692310,-1.654880,-nan,-nan
0.668802,-0.612494,-0.805620,0.162611
-0.007546,0.093652,2.062836,-0.623227
1.773927,-1.259130,1.392350,3.624907
-0.537021,-0.181938,4.732417,-nan
-1.089748,-1.442937,-nan,-0.459048
-11.394045,-0.424861,1.920934,1.582978
1.672398,-1.248837,-0.055045,-nan
0.580483,-0.324078,3.143211,-1.210202
1.465903,1.255114,-3.487066,-0.811765
-0.812236,0.063097,-nan,0.147836
0.724880,-0.571848,-0.881958,-0.615009
-0.392934,0.806287,-0.208003,-1.874598
1.345297,2.296845,-nan,0.258109
-1.345647,2.180681,-0.141235,-nan
2.979827,-0.925061,1.359480,0.602711
1.558771,0.701105,-nan,0.874162
0.350647,-0.439031,-nan,-nan
-0.228786,1.442592,0.582413,-2.757163
5.805122,-1.072082,-nan,-nan
-0.804689,-0.271950,-1.816925,-nan
-3.194201,0.531392,-nan,-0.533882
1.196905,2.200232,-0.569552,-nan
0.063262,-2.337933,2.297455,0.911268
0.571622,0.285061,1.867009,-0.044257
0.934662,-1.035183,-nan,-nan
-1.959010,0.325190,-0.983411,1.656783
-1.277171,0.184449,0.319887,-nan
3.280954,-0.040813,1.621761,-0.341996
1.596863,2.163441,2.721784,-nan
0.427384,-0.550279,-1.614466,-nan
-2.565540,0.840670,-0.335402,-nan
-1.265589,-0.746722,2.069525,0.007784
0.367102,1.217358,-0.710718,-nan
0.219499,0.255716,0.897618,-nan
-0.004960,1.610007,-1.906433,-nan
-0.299451,1.594864,-nan,-nan
0.775151,0.083755,3.194313,-nan
1.565543,0.764176,-nan,-0.241891
-0.378163,-0.928327,1.389477,-nan
-0.824392,-1.666544,2.490745,-nan
0.025118,-0.219249,-0.256300,-1.798382
1.162377,1.938459,-nan,7.300638
1.632322,0.227099,-nan,-nan
-0.201237,1.267193,-nan,-nan
-0.024152,-0.121689,-0.576787,-nan
2.004598,-0.115831,0.526836,-nan
0.079351,1.316420,-0.422644,-nan
-1.978325,1.383642,-nan,-nan
0.322102,1.383895,-1.624356,1.051657
0.769973,0.029627,0.965763,5.056129
0.804014,1.628022,-0.618296,-nan
-2.795803,-2.200310,-1.768468,-nan
0.639592,-0.826514,2.158298,-nan
-1.421089,-1.880094,-0.361062,-nan
1.993161,-0.637310,1.984854,-nan
-3.961379,1.002531,-0.524669,-0.508112
0.804956,0.551541,-nan,-nan
0.230601,1.715002,0.055275,-5.016085
0.003751,-1.640156,-nan,-nan
-1.310865,0.371808,-nan,-nan
-2.260611,1.658481,-0.075361,1.925946
-0.093691,-2.629386,-nan,-0.006623
0.063305,-0.744156,0.699531,-nan
1.323293,0.215214,-nan,-nan
-3.119629,-3.579771,0.010402,-nan
1.435004,1.744326,-nan,-0.863475
9.761539,-1.039370,-nan,0.451315
-2.173647,0.351598,-3.300135,0.322254
1.348116,-0.421739,0.953743,0.771372
-5.474229,0.889710,-0.241056,-nan
-1.225919,-1.631279,-nan,0.116023
1.383864,0.321943,-28.843781,-nan
1.630277,0.666558,1.078588,-nan
-0.486453,-1.733586,-nan,-nan
-0.408508,1.210069,-nan,1.020977
-1.388552,-2.257528,-nan,-nan
1.133631,-0.507017,-0.758892,9.678765
-3.039265,1.364808,-0.300041,-0.171690
0.867260,2.143327,-nan,-nan
2.598259,-2.561804,-nan,-1.196803
-3.645170,-0.824699,0.002340,1.424006
0.125276,2.237679,0.697761,-nan
-6.807277,0.976308,-nan,-nan
-0.633837,-0.211470,0.680872,0.620363
0.635209,-1.008797,-nan,-0.448070
-1.976900,-1.180295,-1.285188,-nan
1.595544,-1.394746,-nan,-0.264724
-0.684406,-0.833571,-0.663397,0.502858
-2.161713,0.215258,20.522320,3.682472
2.934610,-0.636959,0.546526,0.460481
1.711721,0.059547,-1.363227,1.041312
0.168809,1.930398,-nan,-2.426595
1.175704,1.076596,-nan,-0.641199
5.130445,-1.204867,-0.271386,2.573326
0.639256,0.577679,-0.320768,-nan
1.585320,-1.400962,-nan,0.746509
0.886528,-2.216226,0.475884,-nan
1.119775,1.015542,-nan,7.733200
2.056617,-0.967793,-0.984802,1.365468
-0.634122,2.156164,4.658602,-nan
1.910363,0.795645,-0.389659,-nan
0.895063,-2.290978,-0.112156,-0.530413
-0.383970,0.524081,3.845366,-0.043025
10.191285,-3.082029,0.956455,-nan
0.045901,1.178475,-1.994678,-nan
0.092791,1.126371,-nan,-nan
-3.540546,2.118476,-nan,-1.953866
0.653869,0.880912,-0.613799,-0.283325
1.013200,3.719190,-nan,-nan
1.400797,-1.639548,0.873450,-nan
-0.141595,-0.975377,-nan,-nan
-1.304473,-1.038758,-0.287042,-0.132362
-1.718289,0.958168,0.468626,-0.055641
1.742089,-0.925097,-1.497939,-1.488051
-1.007839,-1.177791,10.967044,-nan
-3.645304,-1.972898,-1.774557,2.292477
1.253371,-2.350141,-nan,-nan
1.935936,1.482356,0.032321,-nan
2.674615,-1.374572,-1.050207,-nan
1.362680,0.268789,0.191721,-0.038763
1.154230,-0.173869,-0.908078,-3.039354
-0.646013,-0.306635,-0.117720,-nan
-0.912731,-0.599021,1.154229,-nan
-0.743309,0.011481,1.863002,2.405424
1.949311,-0.420936,0.058028,0.323270
-0.728676,0.264435,-0.249977,0.476751
-1.821239,-1.663405,-nan,-0.609799
-0.229080,1.804378,-0.632838,-nan
0.758358,0.980407,-0.740388,1.129044
0.314339,0.153442,-nan,-nan
-0.679769,2.762652,-nan,1.658444
0.638576,3.489794,1.050284,-nan
1.276485,-0.079963,-1.271753,-nan
-1.529046,2.688175,0.788698,-nan
2.422939,-1.987506,1.545688,0.806277
0.892951,0.866908,-nan,-nan
-1.153427,0.869022,0.638309,-nan
0.971389,-1.106216,-0.223867,-0.360285
0.161653,-2.698548,-nan,-nan
-0.965075,-0.314989,-nan,-nan
-0.179913,-0.643206,0.358768,2.671811
2.186455,-2.041133,-nan,-1.924564
2.175451,1.160442,-0.856163,-3.396971
-3.155242,-0.794795,-2.899292,-nan
-1.702088,-2.287400,-0.149818,-nan
-2.286470,-2.351168,-nan,-0.501335
1.281696,-0.678897,-1.465791,1.635500
0.102573,-1.399659,-0.586302,-nan
-0.917732,0.482053,-0.183238,0.654301
-0.925851,2.261909,0.021831,-nan
0.152616,1.830063,5.571474,-nan
1.428865,2.472877,-2.355256,-nan
-1.018851,-0.178788,-0.322923,-2.458836
-0.596045,1.114327,1.421980,-nan
1.532429,2.331134,-nan,-nan
-0.271555,1.446581,-nan,0.112535
0.716211,-1.441247,-nan,-nan
-0.327760,0.919422,0.033275,-1.390685
-0.252373,2.617634,0.611515,-nan
3.806957,-1.197464,-nan,-nan
0.833321,2.704585,-nan,0.402642
-1.228964,-2.489777,-nan,-0.262746
0.539517,0.797286,-0.737666,-10.428265
-1.043593,2.219700,-nan,-0.378910
0.233708,1.509464,-0.045893,-0.596354
-0.547056,-1.643885,0.278281,-0.004718
2.318854,-2.008887,1.153491,-nan
0.681041,-1.281201,-nan,-nan
-1.093285,-0.104109,2.998488,-1.664174
1.238795,-1.211062,0.010807,-nan
0.929680,-0.047894,1.296720,-nan
1.255943,-1.444870,0.624295,-0.153085
-1.132015,-1.626094,14.656046,-0.394495
-0.282410,-0.480367,-nan,0.686695
-0.520574,1.795959,-2.012345,-nan
-1.083084,0.073372,-0.361240,-nan
-0.555411,-0.040552,-nan,-nan
0.026296,-0.001341,-1.439959,-1.148996
0.648004,-2.072290,-0.390099,-nan
0.878075,-1.720161,-nan,-0.310532
0.447483,-0.524968,0.366810,-nan
0.333792,-0.598942,3.704174,-nan
4.391867,-1.231450,0.428810,-nan
-1.859542,-4.038764,0.903498,-0.627949
-0.828002,-0.440727,-nan,-0.331571
4.225226,-2.690985,0.635826,-nan
-0.870265,-1.143724,-nan,-3.055293
0.413174,0.540697,-nan,1.661095
-0.635264,0.344197,-nan,11.873940
-2.584441,-0.334480,-nan,0.251348
-0.465721,-0.575841,-0.395523,-nan
0.877551,-2.262047,-nan,1.218328
1.286179,-1.116385,-0.107067,-nan
-0.368197,-0.352281,-nan,-0.531370
0.419849,2.354884,-7.344443,-0.041410
-0.626868,-2.177170,1.452743,-nan
1.265403,-0.182377,-1.433057,-nan
-0.824761,-1.212312,-0.279309,-0.493039
14.254622,2.611532,0.055060,-0.212646
0.396199,1.307744,3.176018,3.424702
0.715415,-1.620102,-1.147326,-1.216793
1.889873,1.725239,0.364547,-1.049108
0.327043,1.716098,-1.359523,1.821089
2.084191,2.226040,-nan,0.332453
-2.369104,1.601073,-nan,0.345051
0.579094,-0.086813,-nan,0.316689
0.081502,1.018632,-0.305525,-nan
1.594882,-1.231115,-0.292818,-nan
-0.428931,0.546107,-1.261085,1.026636
0.954952,2.105827,-0.754075,-nan
-0.803957,-2.411588,0.012811,-nan
2.366939,0.336221,-nan,-0.217715
2.015355,-0.463990,-0.414264,1.449663
-4.696379,-1.719829,-nan,-nan
-0.057296,0.106198,-0.895324,1.547974
-5.894438,-0.454008,-nan,-nan
-1.499997,0.755155,-0.195993,0.578696
-1.892210,1.748542,-nan,0.204259
3.063580,2.778677,0.903644,-nan
-1.059440,-1.463572,-0.476754,-nan
1.656207,0.102343,-nan,-nan
0.916237,-0.285139,-0.314994,-0.400431
-3.320636,-0.149847,4.509625,-4.760784
1.676965,-1.721397,19.713665,-nan
-0.554831,0.472468,-nan,-nan
-1.247688,-1.975849,-nan,-1.639249
-0.241677,-0.181327,-nan,-5.894318
-0.334360,0.175428,0.148007,-nan
-0.654135,1.644067,0.116932,-nan
1.196484,0.165114,-nan,-0.082540
-0.270837,1.130843,-0.367188,-0.075353
-1.481103,0.143259,-0.347640,-0.793637
1.613356,0.385005,-2.743458,-nan
-0.413302,3.306173,-0.300947,0.817152
1.130042,0.538159,0.859605,0.057892
-0.246540,-0.277493,-nan,-nan
1.117443,0.056781,-nan,-0.218900
-0.418758,-2.582661,-nan,-0.445221
-10.351907,0.275720,0.624894,0.997750
-1.880154,-1.215030,-nan,-0.194486
-0.371449,0.217660,-0.965917,-2.525366
-0.858555,-0.152157,-nan,-nan
-1.954416,2.530495,-nan,-1.478277
-1.120507,-0.184204,-0.687561,-nan
-3.750836,2.810333,0.729814,-nan
-0.383516,-0.030467,-1.086341,-nan
-0.579747,0.919911,-1.402376,-nan
0.655647,0.930769,0.753723,-1.056750
1.914411,-0.468409,2.881464,0.932341
-0.771212,2.028899,-0.714675,-nan
-1.663814,1.185033,-3.872698,0.328244
-0.296001,-0.890859,-nan,-0.484319
-2.938208,1.458336,-nan,-0.049823
-0.032547,-2.136538,-0.549983,-0.231678
1.077523,-0.684334,-0.444755,-nan
-1.836809,1.821038,1.559815,-nan
2.850571,2.371655,1.608692,-2.888229
1.557417,1.414539,2.892714,-nan
-0.500121,-0.988518,-26.664615,-nan
1.086167,-1.068840,-nan,0.602683
-0.886424,-2.558153,-nan,-nan
-0.507492,1.656263,-0.058434,-nan
0.747908,1.208777,-0.739832,6.606331
-2.201369,-1.647723,-nan,-nan
0.810131,0.731909,-0.787413,-0.377832
0.291189,0.011786,-4.185682,-nan
0.005079,-0.598133,-0.614815,0.708072
0.020057,-1.853280,-nan,-nan
0.132448,0.169383,1.968386,0.330297
-0.365393,0.685603,-nan,-1.787942
-1.544666,0.366360,0.633355,-2.091734
2.076785,-1.940644,1.274808,1.556539
1.026513,-2.223204,0.867998,-0.950773
0.044009,-0.327174,0.237136,-nan
-1.100973,0.505463,1.900275,-0.028752
5.221938,-0.277887,-0.511080,-nan
0.130454,1.019783,-0.295207,-0.021510
-1.291440,-0.473314,0.417426,-nan
1.721844,-0.667364,0.015206,-nan
-0.011381,-0.399940,0.206078,3.477739
-0.491942,-0.443435,0.792312,0.158910
-1.233312,2.390135,0.680904,-2.720396
-2.643263,-0.518422,-nan,-0.084338
-2.391750,-0.516543,-2.907230,-nan
-1.636250,-0.797196,-1.299130,-0.162967
-0.197040,0.570744,-3.760996,-3.419965
-1.570146,-1.805349,0.332219,-1.058388
-0.209088,1.128017,-nan,-nan
0.417548,0.685805,-1.644806,-nan
1.091040,0.736473,0.063240,-nan
-0.941010,-0.179048,5.811660,-nan
-1.609236,0.625309,-nan,12.545275
0.839448,0.385466,-0.933296,1.230057
1.464214,-3.260834,-0.007021,-9.970848
-2.009391,-1.313284,-0.766810,5.654902
0.862769,0.310140,0.063377,-0.555337
-0.771080,-0.804085,-nan,-nan
1.335815,0.983015,-2.912833,-nan
0.255455,-1.105204,0.841198,0.502714
1.014541,0.121829,1.258331,-nan
-2.202346,0.899749,-2.010477,2.870968
1.485717,2.135159,-0.198806,0.376679
0.817209,-0.512218,-nan,-nan
-1.861895,0.457785,0.073991,-0.984873
3.097375,0.269101,0.323979,-0.020344
-1.066491,-2.359309,-nan,-3.020852
3.114781,0.395107,0.035036,-0.693874
1.320397,1.598954,-nan,-nan
-1.897541,-1.445285,-2.191587,-nan
1.431504,1.154926,-0.501184,-nan
-0.976082,0.989937,1.624109,-nan
2.628070,0.587263,-nan,-2.169442
0.318326,2.524419,0.452346,-0.222805
0.241731,1.237128,-nan,-nan
-0.781564,3.640697,-nan,-nan
-1.198382,0.576057,-0.663445,0.100175
0.251834,-0.262697,0.031763,-nan
-1.059492,1.838089,-nan,0.129483
1.108252,-0.069383,-1.307848,-1.839675
-0.241109,-0.372565,-0.625524,1.047737
1.260377,-1.073178,0.178966,-nan
-0.211665,0.900176,-nan,-nan
-1.643863,-1.675718,0.174834,-nan
0.329544,-0.072719,-0.172912,1.152377
-6.403554,-1.929226,0.399700,-2.466467
2.804860,1.190787,0.027736,0.156363
-0.897837,-1.504446,-1.644550,0.918055
0.177227,-0.609344,-0.035620,0.108504
1.501772,-0.085693,-1.103356,-nan
-1.246608,-0.607380,-0.547408,-nan
-1.349038,-0.898849,0.427532,-nan
0.611648,-0.145134,0.616220,0.303184
-0.384747,0.980860,-1.204987,2.718408
6.401950,2.320375,0.390998,-1.808300
0.392859,-1.532522,-0.051046,-5.169381
-0.121355,0.852360,-0.759594,2.885797
0.903411,-1.394255,-nan,-nan
0.884598,1.509662,-nan,-0.944569
1.782065,-2.374501,0.598473,-1.250127
0.321179,-0.526053,-nan,-nan
-1.090104,1.141035,1.528800,0.293270
0.970720,2.524130,-nan,-nan
0.610741,2.559174,2.980378,-nan
1.224856,-1.196163,-nan,-nan
-0.234704,-0.736135,0.125613,-nan
0.557140,-0.819623,3.279168,-nan
-0.590930,0.732018,-nan,-nan
1.174737,1.880738,-nan,-0.338089
-1.094985,1.179503,2.026385,-1.092517
0.198436,-2.554663,1.700288,-nan
0.665878,1.586785,-nan,-nan
0.676433,1.674822,-nan,-0.015060
-1.115790,3.152181,-0.687049,-nan
1.681092,2.181899,-0.092345,-nan
-0.540533,1.825946,-6.757465,-nan
1.551027,-0.542767,3.026965,-nan
1.929019,-1.090154,-18.117201,-nan
11.355882,1.786722,0.140929,-0.926461
1.054114,1.361902,0.460551,-nan
-1.356303,0.425999,-1.150516,-nan
-1.354253,-2.592507,-nan,-2.785164
3.774661,-0.716423,0.559440,-nan
0.955426,0.092509,-nan,-nan
-1.569134,1.421872,-1.498558,-nan
-1.573883,2.729205,1.181270,1.737136
3.028727,-1.599969,1.823747,-nan
0.005028,-1.938126,0.318772,0.336622
0.552573,-1.826893,-nan,-nan
-1.357558,-1.397355,11.224618,0.497977
1.402877,-0.385685,-nan,-nan
1.554095,1.666549,-0.259629,-nan
1.581892,-0.139913,0.745973,-nan
-1.414702,-0.357714,-nan,-nan
1.644851,-0.989413,-0.399079,-nan
-3.154741,0.721152,-0.845260,-0.282706
-0.720978,-1.480796,3.313854,-nan
-0.878135,1.556935,-1.461122,-nan
-1.124406,-1.597908,2.759923,0.518119
-0.095501,-2.009252,3.278093,-nan
-0.598681,1.520944,-4.855054,-nan
-0.754892,0.167141,-nan,-0.539574
0.334595,-1.879431,3.190965,-0.849264
1.679130,1.839739,-1.337770,-0.720833
0.835375,0.625211,-nan,-nan
-0.102373,1.295982,-nan,-nan
0.530865,-2.054866,-0.257161,-nan
-1.681044,-2.351000,0.426965,3.497365
-0.544041,0.411740,-nan,0.550963
0.950077,1.588905,-0.236559,0.058174
0.069248,1.407028,-nan,-1.822567
0.094820,-0.656325,-nan,-nan
-1.227021,-0.178246,0.321085,0.755461
-1.390778,-1.135800,2.254799,-nan
1.907224,-0.457685,1.020067,-2.033038
-3.530077,1.623261,-0.258927,-nan
0.556222,0.290528,-nan,-nan
6.196727,0.874216,-nan,4.210792
-2.346447,-0.200433,-0.105208,-0.572446
-2.724062,-1.378975,-0.887486,0.369864
-1.596785,0.792070,1.474084,0.612715
-1.270781,-0.860117,-2.595764,-nan
1.271447,1.848732,-nan,-nan
0.117540,1.290617,-0.036069,0.006350
-1.826345,-0.412370,-nan,1.131903
-0.404555,-2.197917,-0.263888,-nan
-8.015317,-3.134515,-nan,-1.344611
0.434403,0.302567,0.133110,-nan
-1.637814,1.047587,-1.733380,-nan
1.479695,1.436121,0.482649,1.266266
-1.040993,-2.756198,-nan,-nan
0.518276,1.250860,2.009699,-nan
0.460791,-0.586216,-0.105746,-nan
1.187194,-2.508662,1.421080,-nan
-1.002292,-1.105587,0.960051,3.241966
1.384566,2.302004,1.687021,-nan
0.549342,0.013991,0.152236,-nan
-0.597355,0.338078,0.370493,1.402267
-0.430613,-0.650299,1.043443,-nan
3.126541,-0.121438,0.557521,-nan
-0.316867,2.060923,-0.389489,-nan
-0.809157,0.499925,-nan,0.050935
0.364118,0.534127,1.425576,-2.188208
-1.101281,0.505599,-0.649567,-nan
-0.377066,-0.103673,-0.622723,-1.313199
-0.225278,-0.020313,-nan,-0.026474
-1.621801,-0.297459,-2.896539,-0.024296
