(alpha=0.10 x ell=1.00),(alpha=0.20 x ell=1.00),(alpha=0.30 x ell=1.00),(alpha=0.40 x ell=1.00),(alpha=0.50 x ell=1.00),(alpha=0.60 x ell=1.00),(alpha=0.70 x ell=1.00),(alpha=0.80 x ell=1.00),(alpha=0.90 x ell=1.00),(alpha=1.00 x ell=1.00),(alpha=1.10 x ell=1.00),(alpha=1.20 x ell=1.00),(alpha=1.30 x ell=1.00),(alpha=1.40 x ell=1.00),(alpha=1.50 x ell=1.00),(alpha=1.60 x ell=1.00),(alpha=1.70 x ell=1.00),(alpha=1.80 x ell=1.00),(alpha=1.90 x ell=1.00),(alpha=2.00 x ell=1.00)
243.485260,139.793594,-0.861911,-174.506236,1.558000,-0.093276,-0.544890,1.054609,0.374684,-0.715116,-0.038138,-0.039457,0.984991,-1.642372,-1.193722,-2.160790,-0.609876,0.480043,-0.062602,1.510413 
-101572.158196,-1.851211,-35.356897,-4.595058,-0.715195,0.302730,2.800372,-0.047672,-37.220691,0.776609,-1.130267,-0.468996,23.166730,2.217132,1.643584,1.109817,-8.495769,0.801028,1.582611,-0.831638 
6479443465913403.000000,-446.613198,-21057.247935,0.241219,-3.080721,6.888485,-0.028091,-0.318911,-2.595049,-0.247877,1.757667,1.257541,1.177300,0.077923,-0.258603,-0.296085,-1.371151,0.750202,-0.432682,-0.616094 
0.104395,-0.184654,0.002656,190.028898,-0.465876,109.603965,0.496039,-8.098158,0.685552,2.722616,-1.869713,-0.111717,-1.442484,-1.303222,-0.193153,-0.574021,1.361316,1.745191,-1.638648,1.164004 
32303963655275.878906,-1001841.062998,-0.152418,3.469028,-0.050555,0.141676,-0.246244,1.038790,-8.254103,-0.964967,1.679370,1.050637,0.021942,-0.135998,-0.986077,0.231919,0.784359,0.627551,-0.812676,-1.652145 
-0.000053,-0.641009,-74028.959780,-0.187922,-0.008426,-1.346197,0.189357,-0.959800,-0.525718,-0.345826,2.508822,-0.597444,1.746708,-2.800495,-0.318623,-0.858220,2.540415,0.304593,-2.278017,-2.356810 
-10728054.716754,623.011074,127.552497,-32154.275659,0.426041,0.155588,2.153575,0.524601,-6822.894476,-1.185417,0.440846,0.047482,-0.694998,0.154042,1.391066,-0.870637,0.659889,-0.162685,0.764596,-2.011740 
0.006242,0.000007,-1.188086,-0.768744,0.508168,-1.482877,-1.047928,0.090652,6.307443,0.199262,0.213006,1.094418,-1.180161,-1.587091,1.950798,-0.019823,2.325998,1.154306,1.189118,1.963171 
0.000000,0.001525,-0.026436,165.060898,3.991578,0.405774,1.155773,0.857044,-1.417621,-0.267318,-2.074454,0.187079,2.152421,2.269918,-0.136297,0.964058,-0.367755,-0.321480,2.461600,0.340757 
-1452.786656,0.363980,-1.759321,0.156345,0.865946,-3.320873,0.604139,1.638949,0.181554,2.367835,-1.372195,1.149904,-0.963534,1.771703,-1.041147,0.026304,-4.517448,-2.012768,0.767168,0.658828 
778277228907441792.000000,-108.660865,0.310332,0.494136,2.111409,29.725522,0.185956,0.644004,-1.332743,0.242281,-1.120469,1.584297,-0.621915,0.119708,1.040670,1.121357,0.522359,-0.033526,-0.787580,1.046126 
1.337254,-2280.000641,-5258.863756,5.782071,11.518424,-0.144743,-1.289224,0.888785,-3.989819,-5.088744,0.163350,-4.983816,-5.737572,-0.405317,0.365831,-1.429217,-2.806881,1.962170,-0.748305,1.296116 
1076.673351,618.921649,-1.937741,-2.578612,-1.694220,0.198318,2.631356,-0.360190,-6.605533,-3.990676,0.010758,1.372847,-0.508863,1.140087,-0.221870,0.516105,-1.041766,1.566546,-2.151157,-1.792381 
0.001173,5.120096,34638.978686,-14.381296,0.203495,-0.087661,-0.398787,-4.320791,0.925694,-0.332065,-0.761836,1.311406,2.191563,-1.127107,-0.471951,1.912661,-0.911814,-2.495871,0.278637,0.647489 
255052601373.610931,34.609135,0.013400,1.381050,0.821217,17.888706,-0.107143,27.173864,-13.511590,0.163660,-0.828730,-4.645113,-1.598134,-0.605823,-0.331747,-2.028768,1.665543,0.846831,-2.691262,-0.499218 
2.363514,0.025438,-0.007349,560.425986,2.754315,-0.275822,-1.375942,-0.847905,0.994166,-0.562378,1.300158,0.622168,0.679107,0.397075,0.676669,-0.582624,-0.137847,-6.648365,-0.885590,-1.968621 
0.000121,-606.209289,1.894235,-0.087490,-0.300537,-3.328782,-92.471714,0.683053,0.107529,5.557544,-0.573350,-0.461392,-1.880339,1.271473,-0.239252,-0.473487,0.226477,-1.030192,-1.588912,0.255142 
0.276529,0.397189,-7.615175,-0.273558,-0.215994,-0.766098,0.155068,-0.301192,11.022589,-9.744223,-1.949606,1.965677,-3.675073,0.560587,2.618850,-0.880321,0.443491,-0.996063,2.307493,1.419561 
-950.466844,-0.171616,1.076154,-1.217926,0.038968,0.434244,-5.161264,-2.456463,-12.568604,-1.932377,-0.901530,4.519224,1.000856,0.722366,0.805016,0.136065,-0.225799,1.316571,-0.279180,0.359680 
0.061032,36.250853,0.973370,-582.747268,180.525512,-15.571014,2.001723,7.106449,0.018489,-0.236860,0.666712,-1.186690,-0.784520,0.859315,1.973318,-0.594360,5.191609,1.418118,-0.015787,0.001641 
-0.000591,-0.193631,5.280265,0.496606,0.005510,0.068735,-15.834964,1.677760,-1.738761,0.215781,1.258232,0.453296,1.111168,-0.849701,-0.396208,-7.540144,1.063507,1.409492,-0.524996,-2.174676 
-2136.344877,48795.119711,0.310626,0.197412,0.874093,0.299883,-16.253426,0.566828,0.111546,2.654589,0.462263,2.074462,1.028745,0.213012,-6.626328,2.161484,0.501825,-0.396125,-0.944434,-0.191170 
-8.863188,0.015151,0.349859,2.574915,0.616129,0.987144,0.138876,0.645166,0.093061,-2.602417,-0.499146,-2.304107,0.141358,1.759703,-0.635984,1.416103,-0.303676,1.261160,0.490382,1.178249 
4.445081,15912050.675373,0.342797,0.290555,0.977864,1.190592,-1.092225,-2.726520,0.106751,0.391080,0.082545,1.224787,0.288356,-0.250901,0.539504,-0.989460,0.604904,-0.630681,-0.279037,-1.481514 
-606.770134,5.169892,1.092846,214.466869,0.092391,8.358424,-7.241757,-1.901008,0.033866,0.554377,1.579395,2.144771,0.190030,0.741711,0.544400,0.716837,1.599883,3.180586,0.598018,-0.109517 
-218.807153,4.928844,38.477451,70.440245,0.013363,8.949690,2.044581,0.693507,-6.822532,-0.579710,3.344359,0.824778,-0.425236,-1.170160,-0.180523,-1.772886,1.273067,-1.141551,2.420517,-0.531261 
198930.424269,-0.787087,-62.742953,-76.266371,-29.938732,0.116498,0.211160,-1.061469,-1.444403,1.922235,0.796307,-1.793003,0.553467,0.640409,-0.849592,-1.404344,-0.780879,-0.452282,1.168685,-0.301364 
4747291.685687,696.548077,-0.196848,5.410558,15.016529,-2.975664,5.347386,0.209826,951.201079,2.134801,0.350035,3.709994,1.012284,1.792513,0.944576,1.797379,12.231618,-1.147114,-1.211305,-0.803759 
0.000024,-165.235844,9.355015,0.008121,879.241966,0.136632,0.848825,2.392087,-476.895943,1.032483,2.970539,0.110346,-0.659691,0.062931,0.438448,0.219848,-1.092420,-0.705780,-0.399872,-1.232692 
-0.000461,0.096882,2978.175616,-31.065658,1.495513,-0.998836,-0.403373,-2.368703,-1.068248,0.879871,1.037195,-0.964874,0.769194,1.073541,1.766703,3.376697,-0.691576,-2.121657,-0.364868,2.918124 
-29.373884,0.077195,-16.605751,-8.124596,0.110707,-9.298040,-14.595188,1.477364,-0.779838,5.428190,-0.314508,0.958509,3.111313,0.302467,2.456793,0.785836,-1.463949,2.013473,1.580283,-0.389497 
-8.339197,0.217544,0.737037,710.226182,1.357459,-420.657988,-3.620962,-0.012800,-1.160464,2.922923,-2.003006,1.479477,3.835540,4.694668,0.746587,-0.568542,-1.218629,4.398839,-1.573393,0.180312 
-0.000001,12.270870,-17.733556,-2.377150,-0.007037,-57.594007,-0.962691,0.543117,0.058461,0.892575,-0.239228,0.122792,1.643983,-3.435796,-5.226744,-0.631701,2.253152,0.056852,-1.173713,-0.889577 
0.000069,-0.074610,5008.469875,-1.774115,-2.024956,-68.419542,-1.549218,3.107421,173.760295,-2.835865,0.628162,7.975090,1.625120,-1.238534,0.519661,0.111338,2.124446,-0.552397,-0.689818,-1.949565 
12.933870,-0.089124,-0.013043,-0.813535,-0.185669,-8.284872,-1.543838,-1.052357,-0.132884,1.892851,-3.058519,1.135692,-0.237688,-1.279984,-2.142808,3.244025,-0.179586,-0.734023,2.042748,0.488143 
-0.239202,1.256017,-0.018811,-0.054312,1.492177,-0.262497,0.186953,1.532666,-0.624982,0.485664,14.898982,1.931026,-0.340426,23.413047,-0.991473,-2.903819,1.828364,2.413001,0.321432,-0.547900 
-1.801177,-0.864932,0.105388,-12.899553,-0.633094,-95.283071,1.115487,-0.138027,0.090326,0.818606,-0.726888,-0.158180,-1.917097,0.678847,1.360104,-0.431196,-0.369510,1.853316,0.418458,-0.585027 
-0.000006,0.008992,0.977944,-8.333814,2.773980,-3.228429,1.830416,-0.166032,-13.510978,-0.457697,0.373370,-2.805581,0.371196,-0.599924,-1.314654,-0.358358,-0.747521,-1.249055,-1.067118,1.887983 
13519670938017.033203,-0.000754,-3.187468,38.371362,-1.458824,0.146984,1.591688,-3.266799,-0.150512,-2.783327,2.586570,1.772223,0.422214,2.483920,-0.422520,1.137881,-1.324711,0.085449,-1.828041,-2.691796 
-0.000357,47.621865,-0.135165,0.062385,-57.795727,-1.090312,5.932227,0.799743,-1.470952,-0.609590,1.750161,2.698295,-0.981680,-1.317575,-0.597601,3.423532,0.638753,0.818507,-1.040266,1.541083 
-0.016222,1310.346813,-45671.760879,-0.371988,471.745554,-0.803466,-0.630594,6.732365,0.387197,1.839695,-0.483309,0.199230,-3.455208,0.467597,1.527260,-3.070477,-0.515298,-1.526721,0.205702,-0.865438 
-3.698510,56051.627310,-31.548601,-81.600127,-1.010536,-1.125789,20.053884,-0.848082,-0.901809,-0.218913,2.474936,-0.250398,0.587119,-0.130002,4.933371,-3.370494,0.404575,0.077759,0.500652,-1.679037 
1.798406,0.010090,0.138966,-2.299131,73.744331,-2.945039,150.146245,0.661177,0.479279,1.148080,-0.696758,-1.612511,1.112362,1.591746,-1.545918,1.004363,2.595068,-0.972214,-2.507062,1.069504 
-30497793.764959,-0.147485,-118553.254047,0.037683,0.192124,0.095753,20.374663,-0.383034,-1.866181,1.503385,0.571720,-3.047696,0.915759,0.461700,-1.161587,1.072472,0.881513,1.173651,0.207599,-0.119090 
-51.210311,-0.002458,1.003699,-0.060617,-8.296349,-1.219479,0.173026,0.823505,2.375051,-0.513902,-0.046000,7.145814,-1.390941,1.907137,0.690375,-2.384585,0.387981,0.928607,-0.614365,1.157827 
-0.001056,0.002874,-45.187625,8.354153,-0.239568,0.300212,-0.079967,0.428582,0.328157,6.359569,-2.986341,0.017518,0.924908,-0.898641,1.222544,0.950263,-0.927854,1.239623,0.469372,-1.356544 
-11.555243,-0.102123,-0.027775,-1.235219,-0.620734,-0.138047,-18.813722,0.775155,-0.094439,-0.547334,1.998157,0.937717,0.212352,-0.510915,-1.512726,1.155341,-0.759095,0.149643,-2.505797,0.463862 
77813.097868,-157.121092,-4.578169,-4.610271,-0.120158,0.094120,0.134509,1.157820,0.526212,0.870184,-0.387105,0.762231,-4.092843,12.816368,-0.107227,-2.551863,-0.684707,1.510360,-1.016456,-3.543880 
-0.000000,0.428493,90950157.177633,5.825758,-38.795718,-1.365474,0.454364,0.333533,0.274255,0.294421,-1182.681845,-0.552040,-1.349325,-1.178514,-1.236175,0.891329,-1.610879,-1.360065,-4.843835,4.512308 
-0.264495,-179200971.337132,11.044674,830379.593480,0.108837,237.799323,-3.449278,6.255844,-1.903809,3.588293,1.506986,0.186425,0.032570,-2.102589,-2.038101,-3.487428,0.079413,2.521586,0.093411,-1.109187 
0.000002,0.031988,40.174081,-0.023921,-0.292033,0.228815,-0.915977,0.625955,-0.371391,3.059022,2.154676,-0.659215,-0.723129,-0.689890,0.918720,-1.161463,3.990954,-1.828141,-0.989686,0.859457 
4501867321.715561,-12.849899,-0.180740,-3.104918,-1.294813,0.675127,-0.075119,-0.356110,8.890971,1.167447,-53.195308,2.773788,-0.565994,0.379135,0.706374,2.252096,0.658982,-1.372426,-0.687157,-1.341181 
0.007354,-0.465392,-0.005571,0.854835,0.308020,-0.060138,-5.636585,-0.280059,15.181666,-0.439063,-0.322561,-1.409863,0.485812,-0.459178,0.914222,-2.596368,2.323366,0.043906,0.391005,-1.421254 
0.029220,0.023588,36.337012,234.171094,-573.333745,-0.221599,50.720477,0.361730,-4.794119,1.462754,1.200133,1.302740,0.247820,0.925883,-0.506560,0.029816,2.203716,-0.071493,-0.871175,-0.511644 
420.598628,0.035369,0.005579,-2.766696,-139.491157,-2.339670,-1.194141,-0.958122,-1.901141,1.597912,-6.572175,-0.583123,0.437451,1.399302,0.525174,-0.005180,0.554619,2.491524,-1.414180,0.304114 
-0.003019,-46.786183,2.347266,0.063264,-0.015148,1.090987,11.514619,-2.597824,0.960162,1.490987,0.374455,0.457973,0.864572,0.085635,-2.149586,-2.007032,2.371721,-2.407873,-0.369593,-0.698855 
13.868881,-24966.354812,22.669368,-0.348404,0.486999,1.705841,-6.515169,3.027790,0.592651,-2.136259,0.591441,-4.688406,0.074648,2.920506,0.156125,1.978887,0.483417,0.114440,0.298672,0.322831 
-0.002256,-15.849625,0.598650,0.036594,0.292434,-0.001043,1.325155,43.338526,-0.409254,0.994344,0.741745,-0.897650,0.774206,2.203326,-2.058086,-0.872784,-0.514094,-0.999461,2.760674,-0.555617 
-0.001779,112593.640544,6.914567,1.619405,-0.062244,0.396424,-2.451739,-1.045931,0.404246,0.326819,1.062651,-1.076974,2.899875,0.567230,-1.329553,1.778256,-4.739411,1.308755,0.338857,0.498825 
-1777.648276,65150.774503,-0.766112,20.474165,0.069894,0.866995,-0.633633,1.526329,1.257741,-1.769598,-15.299346,-0.621139,-9.567661,2.136229,-1.313073,1.840336,2.844784,1.322986,-0.309912,-1.419052 
-36562032687.135017,0.001232,0.049734,98.171238,-0.888134,-16.803537,-33.244521,0.170715,1.644410,0.307479,1.221396,2.206048,-0.826594,0.813519,1.600222,0.147363,3.375545,-0.864618,-1.257056,1.077399 
148.133227,0.002666,-33.106157,2.686469,-0.283803,0.011478,1.723430,-1.662907,-1.314811,-3.632867,-2.237618,-0.173907,-0.841061,-0.295517,0.368450,0.287391,-2.054857,2.622678,0.840450,1.348858 
-1098349.104784,-0.005099,-68.125517,0.100605,-1.815536,-1.253215,0.074313,5.542382,-0.592916,-0.786571,2.366076,0.220334,-0.515848,-0.658999,-0.457928,-2.044303,0.004272,4.936353,0.082839,-1.358671 
3513.922894,-0.001511,-73.012434,-1.134759,-2.285650,-0.186829,0.054416,-0.543233,-1.163194,0.576333,0.320438,0.805225,-3.530131,-1.097124,1.002192,-2.188502,-1.347013,0.898908,0.366561,-0.192393 
5.208907,-0.000691,126065817.713406,-1.254203,1.265646,1.471604,4.019049,-3.053341,6.362689,-3.305587,1.037583,-0.107490,-0.294720,-0.459134,-1.466699,2.127989,1.433782,-1.481699,1.269843,0.609868 
362596.896196,0.050983,-2536.106393,2.035419,2.882516,1.978489,2.234685,-2.713563,6.326794,-20.282831,1.130347,-0.819555,0.388038,1.077486,-0.717285,-1.593929,1.254280,0.314152,-1.548391,-0.290467 
0.003505,-0.037658,-1430.962335,-3765.268824,-10.040539,-0.037376,0.099051,1.666037,14.968007,-6.010977,-1.412521,0.467590,-0.820464,-6.622277,0.805165,-1.334482,0.456087,-0.524055,-2.009344,-1.348992 
-1.220226,-3348.116447,-0.001313,10.200926,-0.594858,-6.108173,0.017745,-2.887573,-0.126951,7.221060,-1.418971,-0.648458,51.756086,0.018468,0.438568,-0.171143,-0.177029,0.579917,0.453809,1.678420 
0.941766,4.735943,20.341553,3.327001,-0.113424,0.427679,9.886126,0.212305,1.807678,-0.124571,-5.332581,0.479254,-0.060235,-0.350337,-0.911111,-0.690513,0.918626,1.129130,3.155147,1.579699 
-1.090170,0.087387,-0.000642,-1.645319,25532.656680,-9.926400,-2.575769,0.928727,23.994913,0.615091,14.973811,0.350204,-0.070248,-0.867939,1.592384,8.234926,0.791290,-0.579760,-1.723310,1.826183 
-379163327.418657,541.084796,-246.116929,1.265950,-5.672798,-0.129769,-0.020652,-0.052404,-6.312571,-0.520429,0.439000,-0.391707,1.649658,0.134335,-2.645342,0.349861,1.260377,-2.428029,0.140947,-0.299845 
0.630668,0.012905,-48.207816,75.041288,-22.064645,-0.369081,0.763675,-2.544564,-1.166171,-0.019603,0.194252,-0.396932,1.673680,-0.044568,-1.971522,-4.040175,-0.791292,0.913922,-1.775262,2.820554 
5.862403,0.002743,4.057042,-0.549382,-12604845.616702,-0.373053,1.755220,0.031759,0.401565,0.514848,-1.336444,-0.599049,2.335344,-0.821767,-1.123882,1.134544,-1.925028,0.242301,-1.326275,-0.448617 
3.906519,3.853563,9.100426,1.603656,9.527810,-11.129573,-2.027896,9.494391,-1.068115,-1.200575,-0.773728,-0.098887,-0.803003,1.635834,0.595651,1.168773,1.371451,-2.031566,0.951455,1.137669 
-260750786996.796356,-0.152248,0.121386,-67.039937,-2.608046,0.086845,-0.519439,-1.828198,1.017755,-1.461036,17.254842,0.977152,0.754829,1.946461,2.138635,1.656318,-1.036169,-1.561703,-0.307275,1.286896 
0.000411,-6184297.318689,-0.002884,-2.205454,-0.338313,5.598167,0.090754,1.988320,-1.054645,1.662064,2.646776,-0.183170,-5.332086,0.434633,0.484201,-0.214418,1.029489,1.054042,1.880985,1.409973 
-0.000029,1.277903,5.180255,0.223481,-0.321788,-9.949570,-37.744771,1.980012,-1.391735,1.184247,-1.491761,1.293249,0.933544,0.717185,-0.337314,1.746421,-1.761304,1.717290,-2.337518,0.121931 
0.552563,-0.000072,1.344657,-7.447028,-1.511340,-3.895556,67.046091,-1.342102,-0.283631,-0.330865,-16.768213,0.849332,-0.424115,0.831232,-0.745780,0.494185,0.502729,0.876793,2.547652,-0.265763 
-24361203.109685,-372.041234,4261.959922,-0.336245,2.253903,-2.141511,-0.072432,0.630797,-2.395930,-4.922132,-0.135820,-2.389168,0.376739,-0.961610,-0.618130,0.050280,-0.593086,0.792807,0.066176,-0.394135 
-0.000085,-4429.455968,393.476457,0.876187,-2.371113,5.156698,-0.118583,-0.107608,-0.241738,0.309106,0.967391,0.908422,3.051167,-0.096640,3.134985,-0.828005,-1.911990,0.596470,1.849275,-0.670253 
-0.214840,-5.576121,-72.839127,0.389396,1.066722,1.449337,0.055991,0.183269,-3.887430,43.161275,1.643699,0.525344,-3.714027,2.571636,2.091220,10.225560,-1.935350,-0.751385,1.522664,1.701183 
-41096737009.173004,-0.141524,24.189446,-1.236758,2.826637,0.466513,-19.739398,2.248204,0.328561,-3.034995,0.538046,-1.055347,2.104469,-1.004561,0.283949,5.773658,-2.460084,1.594984,-3.115214,2.093253 
0.001849,94.088073,10.992413,-3.953987,-1.130011,22.680608,0.557965,0.444115,1.191929,3.648608,0.617665,0.745646,-1.496709,0.271332,1.287529,1.682333,-0.505986,0.341847,-0.210696,0.519261 
0.013838,-2.392286,281.519720,61.936211,83.300790,1.362982,0.131223,-0.380674,-0.848777,1.092377,-3.932236,8.070989,-1.977117,1.309392,0.652903,-0.055264,-1.494534,1.160590,-0.336357,-0.150219 
0.013562,-73582.784938,-0.522837,-0.258305,2.237273,-0.335010,-0.243732,-1.595473,-4.287297,1.012067,4.951602,4.295151,-0.613463,-1.202051,-3.117831,-0.390084,0.175426,-0.289307,-1.253253,-1.721331 
7121027281.198699,-0.036956,215.872864,3.528900,0.248391,0.076064,1.502119,-0.397797,-0.296203,-0.260848,1.040198,0.664411,-0.401160,-0.462434,0.460380,-3.190078,-1.607147,-0.086326,-0.571190,2.559871 
181.471341,-3115.408444,0.073374,-0.160879,-0.091566,16.085240,4.736110,0.870596,0.919228,1.244772,-0.767983,-1.206211,-1.392874,0.560669,-0.395686,0.557407,-2.058037,-0.064974,-1.273797,-0.486258 
-0.000000,0.024070,-306.241943,497.197947,-0.299552,-0.436384,-0.267899,16.311627,-1.526490,0.350532,0.824639,1.611897,-0.667409,6.592958,0.102317,-2.199551,1.347529,-0.996356,-0.127686,-2.150465 
-0.306385,-1.494817,46.353587,22.306918,0.877871,35.196545,-1.448288,44.095700,-0.029718,3.932838,0.123919,-0.387881,-1.837464,-0.029442,-0.236402,-0.855317,4.469783,-3.779509,1.857459,0.247973 
-70708102016990.718750,-0.949301,0.420091,9.681573,-293.647533,-1.034798,18.052495,-0.050599,0.687179,0.585314,-2.290812,3.379226,-1.973161,1.210504,1.556841,24.870407,-2.176158,53.048276,1.377536,-1.614410 
-0.000823,-0.127964,-0.147227,-49.623409,-0.378205,-0.469735,6.452877,-2.017911,3.349157,0.123965,0.320333,-2.172842,0.898061,-2.881405,-1.924600,-2.171084,-2.721311,0.084623,2.762943,-0.267096 
-2251531.085699,-1.390063,23966.943801,-2.705035,0.394960,0.287522,-1.250884,6.409301,0.363435,4.028694,6.586206,-0.331170,0.127424,-0.689779,-0.910978,0.106122,0.644952,1.352310,1.055141,-2.649554 
-0.000014,-12.587904,-1162.920689,2.322124,17.880075,-0.273556,-0.478252,-0.841528,0.270593,-0.954959,0.286848,-0.568070,0.766101,0.994974,2.719516,-0.517228,0.641254,0.286031,-3.060944,-0.381202 
25069644581.633110,-3.221219,-7.481686,-1.151269,-0.009484,-0.101716,-0.321225,-8.027485,-1.727349,3.932867,1.351282,1.486919,-0.784216,-2.970251,-0.736530,0.399516,2.031032,0.348445,-0.570769,-2.804390 
1.463334,-16.492695,-1.494591,0.214628,-1.325407,0.286533,-0.843424,1.924376,-1.182966,-1.214272,-0.745387,-0.532369,1.992946,-0.293249,1.336850,1.628707,0.064869,-0.561462,-3.489104,1.743457 
0.517038,11.419525,25.124424,-2.699229,0.149679,0.084731,-0.199435,0.570815,-0.539442,21.372324,0.558747,0.421121,0.060119,1.452289,1.040418,1.111900,-8.079711,-0.725226,-0.117810,0.263703 
1784331.148500,0.000288,6.933417,0.085061,-0.269146,-0.104939,-346.192044,10.649855,-0.653878,1.027329,-1.206349,-1.160380,-0.565199,1.011007,-0.454829,-0.210881,-0.743461,2.958907,0.226094,-0.143279 
-2339.884818,-67.040228,1.944083,-25761.798732,0.306658,4.757958,-6.898674,0.401082,0.356572,0.027908,-0.430686,0.477093,-0.338561,-1.715972,-0.898590,0.568775,-0.641580,-0.954151,-0.895093,0.198963 
-10998344.757622,990.803012,-0.153038,347.851358,10.316359,272.347297,1.713117,-3.728665,-1.942567,0.001905,-0.197355,0.220280,-44.850902,1.058206,1.058411,0.684304,2.215314,1.947255,1.709172,1.145273 
-3467653.843109,0.015974,1.906077,-0.216968,2.635983,0.685636,8.797634,-1.643551,0.123761,0.946931,-1.447618,2.773943,10.249286,0.402746,-0.534481,-1.416625,0.169336,1.756050,-0.239952,-1.206507 
-0.012687,2745.832599,0.470489,0.244181,0.853972,0.539036,-0.195063,-0.107035,5.295585,-0.532536,-0.800898,-5.679078,0.308520,2.601901,-0.825397,-0.347432,-3.094694,-0.155725,0.356203,-0.703338 
-11972596.437893,-4475867326.603930,-0.415025,0.454710,0.010636,0.096090,108.945841,1.852604,0.349851,-10.744000,13.626917,-1.243022,1.562853,-4.419097,0.266351,0.082657,1.238641,-0.287725,0.835472,-1.290955 
239.497930,-1.740432,2.664111,86.479876,8.561016,1.464781,-9.641782,4.381821,-0.103844,1.130095,-0.751158,-2.999308,-0.836780,-0.097120,-4.254085,-1.886737,-2.177478,0.668161,-2.583918,-2.002912 
845894111.065587,-39.284293,-0.062098,6.333090,0.086048,0.232996,-0.684792,0.005984,4.509133,0.936932,-1.001322,-0.150407,1.417123,-2.280651,0.678245,-0.301903,1.277626,-4.078532,0.935458,-0.802572 
1057743.472268,-1776.170854,-85.017879,110.041057,-0.524117,0.148686,-4.807590,-0.873377,0.307733,-0.098696,-0.661589,2.149255,-0.737573,19.690596,1.472873,-0.346498,-1.770204,1.000760,1.096287,-0.950420 
551.573565,-8652989.491731,0.004621,0.638742,0.382451,3.753079,1.505487,-1.203899,0.814158,-0.590849,0.596979,-0.633033,-2.189839,0.794593,-0.625097,-0.506491,0.726984,1.065660,-0.297880,-2.750553 
289366.443940,-0.004923,0.023781,-2687.203881,0.223938,722.333024,0.517505,-1.226693,-2.655508,-0.678465,1.588869,0.992860,-2.114260,-4.794917,-1.783104,-0.233314,-0.895794,-0.565991,-0.533253,0.228831 
0.218740,-0.446876,873.911129,901.952801,-1.091638,-0.238165,14.089687,0.706561,1.401671,-0.725961,-1.031336,-0.381330,-1.894881,-1.617092,-0.372578,2.333239,0.955032,0.759821,1.186340,-0.321031 
-0.080581,0.005447,-0.006347,0.145464,0.161730,-21.156921,-4.039119,1.489811,-0.591818,-31.252742,-0.337875,16.040538,1.988702,1.673303,0.186295,-0.475821,1.490603,-0.294098,-1.704689,-1.844252 
0.000000,-7.278445,-0.473828,23.965961,0.653173,0.328983,-11.556353,6.020203,-2.399486,21.192288,-0.462569,1.251781,31.938044,-1.263182,1.388693,-1.285806,-0.878975,1.771942,0.292195,-1.894455 
-0.000477,-388539.145957,-0.390245,-0.218441,0.019812,1.213472,0.154701,-0.262665,-40.151837,-2.855418,0.843023,27.753744,-1.055920,-1.864725,-2.827106,0.839540,-0.652664,0.679719,-1.782058,1.590195 
207.075597,0.282475,8.947075,2.767082,3.192364,-0.350322,0.142883,-0.206881,-1.691665,-0.249455,0.105468,-0.041066,-3.957781,-0.019270,-0.102546,0.752849,3.572129,0.930339,0.720611,0.334912 
-2.405424,-0.006749,-1.353941,-0.590270,-0.081111,0.342098,-0.384948,-16.995801,2.793013,-3.534469,2.349844,-0.124397,0.737481,-7.489100,-0.537382,1.614761,0.946540,0.196508,-0.117873,-0.816678 
-0.001015,-126.048037,0.100178,-0.936714,0.047054,0.441465,-0.598722,-3.405696,-0.026219,1.063545,-1.579236,-1.251962,-0.771411,-0.968163,-2.484905,0.774091,-1.555526,0.034189,3.817871,0.078401 
-1577586807656620814770372608.000000,396.760488,12.881232,-4.689658,717.508438,0.032370,2.607662,0.908510,-0.426533,1.056019,-1.572510,-0.455431,-0.191211,-0.258748,-5.684287,0.406196,1.977781,-1.691053,-1.233272,0.715953 
-41432281215.846588,-1.014732,-0.029320,-4395.330791,-22.565242,9.271067,-2.206351,1.142178,-0.141465,4.514754,0.781177,-0.658887,-0.479893,-0.534434,0.451767,0.295241,-0.421136,-0.131694,1.783478,-1.688280 
806.697858,-0.003222,27.017972,248.062008,3.426502,0.051857,-3.699676,-7.920067,0.482607,-1.242744,0.160584,5.046347,-0.141829,-2.129313,1.093102,0.411736,-0.218152,0.046015,-1.302418,-1.218456 
826762.658800,0.000155,0.191162,-0.043570,-1.247302,-1.273227,2.439439,0.090166,1.901951,0.204540,0.704349,3.499857,2.674636,-0.818202,-0.071411,-0.379100,-2.038653,-2.865164,0.029229,0.681569 
-0.335731,1.829217,2.271353,-0.202796,1.257173,-0.221287,-3.627918,1.292474,-1.851357,-64.396529,-0.569364,1.542835,-0.822952,0.248401,0.221375,1.454943,2.171372,1.964690,2.198364,-1.061891 
-49309109577.862091,-47934.824540,-5.738990,2236.305118,2.571785,0.096413,111.030524,-2.522795,2.842560,-0.470992,-1.545667,-0.442623,-0.789741,0.980623,-2.419797,-10.799814,-2.091668,-0.544708,-1.251433,2.321510 
0.000031,-0.020386,-0.394981,0.063548,-1.358696,0.067308,-0.506133,6.004078,2.809390,-0.611131,0.111325,-1.251092,-0.783132,-0.309653,0.025231,0.176502,-0.278455,-0.982080,1.165556,1.731531 
